Date,Close
15.12.2025,42.2558	
14.12.2025,42.1858
12.12.2025,42.2000
11.12.2025,42.1500
10.12.2025,42.4000
09.12.2025,42.2500
08.12.2025,42.1450
05.12.2025,42.0107
04.12.2025,42.1828
03.12.2025,42.1264
02.12.2025,42.3136
01.12.2025,42.3572
28.11.2025,42.2561
27.11.2025,42.2437
26.11.2025,42.2858
25.11.2025,42.2663
24.11.2025,42.4690
21.11.2025,42.2478
20.11.2025,42.2214
19.11.2025,42.0917
18.11.2025,42.0915
17.11.2025,42.0810
